CMOR Table cf3hr: CFMIP 3-Hourly Cloud Diagnostic Fields,,,,,cf3hr,3hr,,,,,,,,,,,,,,,,
(All Saved on the Atmospheric Grid),,,,,,,,,,,,,,,,,,,,,,
"For further guidance, please see http://www.cfmip.net",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The spread sheet ""CFMIP output"" specifies the simulations and time-periods for which the cloud diagnostic fields listed on this spread sheet should be saved.",,,,,,,,,,,,,,,,,,,,,,
"In CMOR Table cf3hr: ""CFMIP 3-hourly orbital offline"" -- CloudSat/CALIPSO/PARASOL simulator output in orbital curtain format",,,,,,,,,,,,,,,,,,,,,,
"(For most of these variables, extract simulator input variables from models along A-train orbits, and run COSP on these in 'offline' mode.)",,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1.0,CALIPSO Cloud Area Fraction,%,(40 height levels),,  clcalipso ,cloud_area_fraction_in_atmosphere_layer,,%,time: point,,,,,,real,location alt40 time1,  clcalipso ,atmos,,,,
1.0,CALIPSO Cloud Fraction Undetected by CloudSat,%,(40 height levels)  Clouds detected by CALIPSO but below the detectability threshold of CloudSat,,clcalipso2  ,cloud_area_fraction_in_atmosphere_layer,,%,time: point,,,,,,real,location alt40 time1,clcalipso2  ,atmos,,,,
1.0,CloudSat Radar Reflectivity CFAD,1.0,CFADs (Cloud Frequency Altitude Diagrams) are joint height - radar reflectivity (or lidar scattering ratio) distributions  (40 levelsx15 bins) .,,cfadDbze94,histogram_of_equivalent_reflectivity_factor_over_height_above_reference_ellipsoid,,1.0,time: point,,,,,,real,location alt40 dbze time1,cfadDbze94,atmos,,,,
1.0,CALIPSO Scattering Ratio CFAD,1.0,CFADs (Cloud Frequency Altitude Diagrams) are joint height - radar reflectivity (or lidar scattering ratio) distributions  (40 levelsx15 bins) .,,cfadLidarsr532,histogram_of_backscattering_ratio_over_height_above_reference_ellipsoid,,1.0,time: point,,,,,,real,location alt40 scatratio time1,cfadLidarsr532,atmos,,,,
1.0,PARASOL Reflectance,1.0,Simulated reflectance from PARASOL as seen at the top of the atmosphere for 5 solar zenith angles. Valid only over ocean and for one viewing direction (viewing zenith angle of 30 degrees and relative azimuth angle 320 degrees).,,parasolRefl,toa_bidirectional_reflectance,,1.0,time: point,,,,,,real,location sza5 time1,parasolRefl,atmos,,,,
1.0,CALIPSO Total Cloud Fraction ,%,,,cltcalipso,cloud_area_fraction,,%,time: point,,,,,,real,location time1,cltcalipso,atmos,,,,
1.0,CALIPSO Low Level Cloud Fraction ,%,,,cllcalipso,cloud_area_fraction_in_atmosphere_layer,,%,time: point,,,,,,real,location time1 p840,cllcalipso,atmos,,,,
1.0,CALIPSO Mid Level Cloud Fraction ,%,,,clmcalipso,cloud_area_fraction_in_atmosphere_layer,,%,time: point,,,,,,real,location time1 p560,clmcalipso,atmos,,,,
1.0,CALIPSO High Level Cloud Fraction ,%,,,clhcalipso,cloud_area_fraction_in_atmosphere_layer,,%,time: point,,,,,,real,location time1 p220,clhcalipso,atmos,,,,
1.0,Longitude,degrees_east,function of time,,lon,longitude,,degrees_east,time: point,,,,,,real,location time1,lon,atmos,,,,
1.0,Latitude,degrees_north,function of time,,lat,latitude,,degrees_north,time: point,,,,,,real,location time1,lat,atmos,,,,
1.0,Offset Time,day,"this ""offset time"" should be added to the value stored in the ""time dimension"" to get the actual time.  This actual time is the time (UTC) of the corresponding point in the satellite orbit used to extract the model data.",,toffset,time,,day,,,,,,,real,location time1,toffset,atmos,,,,
"In CMOR Table cf3hr: ""CFMIP 3-hourly inline"" -- 2-D fields as specified in the Amon table plus convective cloud fraction and 3-D fields on model levels (or half levels, as indicated) sampled synoptically every 3 hours (i.e., not time-mean) at 0Z, 3Z, 6Z, 9Z, 12Z, 15Z, 18Z, and 21Z.",,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1.0,(use names for Amon 2D table),,"This table includes all the 2-D variables listed in the Amon table, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.  ",,include Amon 2D,,,,time: point,,,,,,real,longitude latitude time1,,atmos,,area: areacella,,
1.0,Convective Cloud Fraction,%,"for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Include only convective cloud.  Besides the quantities from the Amon table, this is the only other 2-D field in this table.",,cltc,convective_cloud_area_fraction,,%,time: point,0.0,100.0,,,,real,longitude latitude time1,cltc,atmos,,area: areacella,,
2.0,Altitude of Model Full-Levels,m,"This is actual height above mean sea level, not geopotential height",,zfull,height_above_reference_ellipsoid,,m,time: point,,,,,,real,longitude latitude alevel time1,zfull,atmos,,area: areacella,,
2.0,Altitude of Model Half-Levels,m,"This is actual height above mean sea level, not geopotential height.  This is actual height above mean sea level, not geopotential height.  Include both the top of the model atmosphere and surface levels.",,zhalf,height_above_reference_ellipsoid,,m,time: point,,,,,,real,longitude latitude alevhalf time1,zhalf,atmos,,area: areacella,,
2.0,Pressure at Model Full-Levels,Pa,"provide this field for models in which the pressure can't be calculated from the vertical coordinate information stored already for each variable.  Thus, the pressures are needed for height or theta-coordinate models, for example, but not sigma- or eta-coordinate models.",,pfull,air_pressure,,Pa,time: point,,,,,,real,longitude latitude alevel time1,pfull,atmos,,area: areacella,,
2.0,Pressure at Model Half-Levels,Pa,"provide this field for models in which the pressure can't be calculated from the vertical coordinate information stored already for each variable.  Thus, the pressures are needed for height or theta-coordinate models, for example, but not sigma- or eta-coordinate models.",,phalf,air_pressure,,Pa,time: point,,,,,,real,longitude latitude alevhalf time1,phalf,atmos,,area: areacella,,
2.0,Air Temperature,K,,,ta,air_temperature,,K,time: point,,,,,,real,longitude latitude alevel time1,ta,atmos,,area: areacella,,
2.0,Mass Fraction of Water,1.0,include all phases of water,,h2o,mass_fraction_of_water_in_air,,1.0,time: point,,,,,,real,longitude latitude alevel time1,h2o,atmos,,area: areacella,,
