CMOR Table OImon: Monthly Mean Ocean Cryosphere Fields,,,,,OImon,mon,,,,,,,,,,,,,,,,
"(All saved on the ocean grid; unless otherwise indicated, values are averaged over only the ocean portion of each grid cell and report 0.0 where ocean fraction is 0.)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1.0,Sea Ice Area Fraction,%,fraction of grid cell covered by sea ice.,,sic,sea_ice_area_fraction,,%,time: mean,,,,,,real,longitude latitude time,sic,seaIce ocean,,area: areacello,,
1.0,Sea Ice Thickness,m,"Compute the mean thickness of sea ice in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Report as 0.0 in regions free of sea ice.",,sit,sea_ice_thickness,,m,time: mean area: mean where sea,,,,,,real,longitude latitude time,sit,seaIce ocean,,area: areacello,,
1.0,Frozen Water Mass,kg m-2,"Compute the  mass per unit area of sea ice plus snow in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Report as 0.0 in regions free of sea ice.",,sim,,,kg m-2,time: mean area: mean where sea,,,,,,real,longitude latitude time,sim,seaIce ocean,,area: areacello,,
,,,,,,,,,,,,,,,,,,,,,,
1.0,Water Evaporation Flux from Sea Ice,kg m-2 s-1,"Compute the average rate that water mass evaporates (or sublimates) from the sea ice surface (i.e., kg/s) divided by the area of the ocean (i.e., open ocean + sea ice) portion of the grid cell. This quantity multiplied both by the oean area of the grid cell and by the length of the month should yield the total mass of water evaporated (or sublimated) from the sea ice.  Report as 0.0 in regions free of sea ice.  [This was computed differently in CMIP3",,evap,water_evaporation_flux,,kg m-2 s-1,time: mean area: mean where sea_ice over sea,,,,,up,real,longitude latitude time,evap,seaIce,,area: areacello,,
1.0,Snow Depth,m,"Compute the mean thickness of snow in the ocean portion of the grid cell (averaging over the entire ocean portion, including the snow-free ocean fraction).  Report as 0.0 in regions free of snow-covered sea ice.",, snd,surface_snow_thickness,,m,time: mean area: mean where sea,,,,,,real,longitude latitude time, snd,seaIce,,area: areacello,,
2.0,Surface Snow Area Fraction,%,Fraction of entire grid cell covered by snow that lies on sea ice; exclude snow that lies on land or land ice.,, snc,surface_snow_area_fraction,,%,time: mean,,,,,,real,longitude latitude time, snc,seaIce,,area: areacello,,
1.0,Bare Sea Ice Albedo,1.0,"Report as ""missing"" if there is no sunlight or if a region is free of sea ice. ","This variable may be omitted unless the answers to the following questions are obvious:  Will this vary from year to year or is it a property of ""bare sea ice"" and sun angle? How is the time-mean calculated?", ialb,,bare_sea_ice_albedo,1.0,time: mean area: mean where sea_ice,,,,,,real,longitude latitude time, ialb,seaIce,,area: areacello,,
,,,,,,,,,,,,,,,,,,,,area: areacello,,
,,,,,,,,,,,,,,,,,,,,,,
3.0,Sea Ice Salinity,psu,"When computing the time-mean here, the time-samples, weighted by the mass of sea ice in the grid cell, are accumulated and then divided by the sum of the weights.  Report as ""missing"" in regions free of sea ice. ",,ssi,,sea_ice_salinity,psu,time: mean (weighted by mass of sea ice),,,,,,real,longitude latitude time,ssi,seaIce,,area: areacello,,
1.0,Surface Temperature of Sea Ice,K,"When computing the time-mean here, the time-samples, weighted by the area of sea ice in the grid cell, are accumulated and then divided by the sum of the weights.  Report as ""missing"" in regions free of sea ice.  Note this will be the surface snow temperature in regions where snow covers the sea ice.",, tsice,,surface_temperature_of_sea_ice,K,time: mean (weighted by area of sea ice),,,,,,real,longitude latitude time, tsice,seaIce,,area: areacello,,
1.0,Temperature at Interface Between Sea Ice and Snow,K,"When computing the time-mean here, the time-samples, weighted by the area of snow-covered sea ice in the grid cell, are accumulated and then divided by the sum of the weights.  Report as ""missing"" in regions free of snow-covered sea ice. ",, tsnint,,temperature_at_interface_between_sea_ice_and_snow,K,time: mean (weighted by area of snow-covered sea ice),,,,,,real,longitude latitude time, tsnint,seaIce,,area: areacello,,
1.0,Surface Rainfall Rate into the Sea Ice Portion of the Grid Cell,kg m-2 s-1,where sea ice over sea: compute the the water mass per unit time falling as rain onto the sea ice portion of a grid cell divided by the area of the ocean portion of the grid cell (including both ice-free and sea-ice covered fractions).  Report as 0. in regions free of sea ice.,, pr,,surface_rainfall_rate_into_the_sea_ice_portion_of_the_grid_cell,kg m-2 s-1,time: mean area: mean where sea_ice over sea,,,,,,real,longitude latitude time, pr,seaIce,,area: areacello,,
1.0,Surface Snowfall Rate into the Sea Ice Portion of the Grid Cell,kg m-2 s-1,where sea ice over sea: compute the the water mass per unit time falling as snow onto the sea ice portion of a grid cell divided by the area of the ocean portion of the grid cell (including both ice-free and sea-ice covered fractions).  Report as 0. in regions free of sea ice.,, prsn,,surface_snowfall_rate_into_the_sea_ice_portion_of_the_grid_cell,kg m-2 s-1,time: mean area: mean where sea_ice over sea,,,,,,real,longitude latitude time, prsn,seaIce,,area: areacello,,
3.0,Age of Sea Ice,years,"When computing the time-mean here, the time samples, weighted by the mass of sea ice in the grid cell, are accumulated and then divided by the sum of the weights.  Report as ""missing"" in regions free of sea ice. ",, ageice,,age_of_sea_ice,years,time: mean (weighted b mass of sea ice),,,,,,real,longitude latitude time, ageice,seaIce,,area: areacello,,
1.0,Frazil Sea Ice Growth (Leads) Rate,kg m-2 s-1,Compute the rate of change of sea ice mass due to frazil sea ice formation divided by the area of the ocean portion of the grid cell.  Report as 0.0 in regions free of sea ice.,, grFrazil,,frazil_sea_ice_growth_(leads)_rate,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time, grFrazil,seaIce,,area: areacello,,
1.0,Congelation Sea Ice Growth Rate,kg m-2 s-1,Compute the rate of change of sea ice mass due to congelation sea ice divided by the area of the ocean portion of the grid cell.  Report as 0.0 in regions free of sea ice.,, grCongel,,congelation_sea_ice_growth_rate,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time, grCongel,seaIce,,area: areacello,,
